"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NREP",9.91684616508812e-180,0.460989891670538,0.692,0.34,3.34138214686479e-175
"SERPING1",4.24737617983164e-179,0.363291289993776,0.528,0.2,1.43111093003247e-174
"ZYX",5.13815685193759e-179,0.51577703632584,0.61,0.249,1.73125056969185e-174
"KHSRP",2.13986043632374e-177,0.356484163073905,0.689,0.343,7.21004575414922e-173
"PRSS57",3.45768828172869e-176,0.583211375285184,0.764,0.412,1.16503348964566e-171
"EEF1G",1.07497221542844e-173,0.33420670085645,0.657,0.314,3.6220113826646e-169
"MGST1",1.40480162692629e-173,0.620268794992897,0.808,0.459,4.73333860176543e-169
"TNRC18",8.34540074870473e-173,0.36579257802465,0.63,0.285,2.81189932826857e-168
"XBP1",8.8938178882229e-173,0.519784838730224,0.826,0.478,2.99668299925782e-168
"NDUFA3",1.2185370786349e-172,0.404755765439543,0.875,0.536,4.10573883275243e-168
